disease_name,gene_name
alcohol consumption measurement,VRK2; SLC4A7; CUL3; PTGER3; EYA2; NUCKS1; SMG6; ATP2B1; SCARB1; ARHGAP15; GCKR; MECOM; RPH3A; PABPC4; TNRC6A; CBX5; CYP26A1; CRTAC1; HNF4A; LIPG; FGF14; NUP93; INPP4B; AADAT; GALNT7; ST3GAL4; SOX6; ACSS3; ALDH2; PHACTR1; VEGFA; NPR3; XRN1; FOXP1; EHBP1; ALMS1; LGALS8; PMFBP1; KLHL29; SLF2; PLEKHG1; ZNF831; INSIG2; DTD1; BCL11B; CALU; ALDH1A2; DPP6; WASF3; BMAL1; KLB; FAIM2; SCN2A; BLK; CCN3; SORL1; MMP20; CTDSPL2; PPM1B; SIX3; FGF5; SLC39A8; ARMH4; CYP11A1; FTO; ZFHX3; CDH11; NPC1; RPTOR; CELSR2; ABCG8; METTL21A; RSPO3; MFSD14B; DRD2; CCDC3; MCHR2; CMIP; ACSS1; TTC39B; AUTS2; IGF2BP1; TNFSF13; PLB1; TMEM161B; EBF1; CITED2; DAGLB; ORC5; ABCA1; C8orf34; MARCHF8; OTX2; ARHGAP42; SPATA19; TRIM66; MC4R; STAT6; RBPJ; ANKK1; LONRF2; SGCD; KCNK3; KSR2; JMJD1C; SNTB1; NEGR1; AFF1; PPP1R3B; TRIB1; LPL; TTLL11; FUT2; ZBTB38; ZNF648; FES; GAS6; CABCOCO1; PDE4B; MTARC1; BEND4; MSANTD1; GTF2IRD2; CPNE4; AJAP1; ADH1B; TCF4; ADH5; SPRED2; LPA; ZNF652; SIPA1; UBXN2B; GSTA2; ADH1C; TAS2R38; BLID; LINC02210-CRHR1; BAHCC1; AGBL1; MLXIPL; NRXN3; CPS1; USP28; SLC4A8; PTPRU; BCL3; SNX13; ABCB11; RBFOX1; IGSF9B; PPP1R13B; MLN; PCSK5; RP1; TRPS1; PIK3CG; DNAH11; ELAVL2; TRIM2; HGFAC; OAS3; CCND3; PLCH1; RAB3GAP1; GPAM; TMEM175; STK33; LSP1; DUSP26; HNF1A; TBX3; ANKRD36; SEMA6D; SECISBP2L; LMAN1L; CDH13; NCAM1; GPR26; LMX1A; NEK10; ABLIM2; METAP1; SP8; LRFN5; PLEKHA7; ULK4; TET2; CXXC4; TSPAN5; COX7B2; XKR6; STOX2; ZHX3; VWC2L; CADM2; DPP10; DMRTA1; BDNF; MAMSTR; GPR139; PTTG1IP; ZBTB37; MYT1L; SPDYE17; PPARA; DCC; ALKAL2; TOX; NYNRIN; TDRD15; PLXNA4; TEX35; HPR; PRAG1; MYLIP; PHLPP2; ADRB1; PREX2; DGAT2; KIF26A; RUNX1T1; APOB; CETP; RPS6KA5; CELF4; CAB39L; EVX1; HIBADH; GABRA4; CHIC2; FRK; ADTRP; HAVCR1; RASGRF2; GBE1; ACVR2B; INO80D; NFE2L2; ONECUT2; CASZ1; GINS2; LRPPRC; C4orf17; SYT14; TENM2; PCDH15; UBE3B; FZD7; GUCY1A1; BRD3; HSPA4; INSR; ARPP21; SEZ6L2; MSRA; DHFR2; CREB3L2; OLIG1; HMGB1; ILRUN; SCN8A; ADH4; HOXC4; SLC44A4; AS3MT; ETV5; CCDC71L; PABPC4L; KLF14; ITGAL; CLCN6; MNT; WSCD2; APOH; SAMHD1; RELB; H2AZ2; POU6F2; NR2E1; TTL; DLGAP3; C10orf88; RWDD3; PEPD; ZRANB2; GATA4; BTBD16; JDP2; BARHL2; CAMKMT; CDH18; NRBF2; CACNA1C; TMEM18; RIT2; ACOXL; FAM167A; NEIL2; LONRF1; SLC5A11; CACNB2; IRF2BP2; MN1; PURG; HECTD4; ZIC4; ABO; OTOL1; TSHZ2; TAFA1; PTP4A3; POLR1D; DYNC2H1; PERM1
alcohol dependence,SEMA3A; LHPP; UTP20; MYC; SLC39A8; FTO; DRD2; FSTL5; SLCO3A1; IGSF22; ADH1B; ADH1C; SIX3; TSPAN5; ADH4; SI; FAM162A; SERINC2; PKHD1; ARL15; GCKR; HMG20A; CCSER1; SPRED2
alcohol drinking,ST7L; CLCN6; CPS1; ADRB1; NFE2L3; DGAT2; ATP2B1; SNX13; CDH17; MECOM; TF; CYP26A1; PCSK5; LIPG; RP1; TRPS1; PIK3CG; CHIC2; ST3GAL4; SOX6; CUX2; SH2B3; ALDH2; VEGFA; PDE1A; RAB3GAP1; GPAM; C10orf88; ZNF831; TNNT3; CASZ1; PPARG; BMAL1; KLB; HNF1A; TBX3; CCN3; CTDSPL2; FGF5; SLC39A8; FTO; CELSR2; RSPO3; POU4F1; CMIP; ABCA5; NEK10; GUCY1A1; DAGLB; GEM; ABCA1; JCAD; CDH16; MC4R; PLEKHA7; ULK4; HSPA4; INSR; KCNK3; AFF1; PDE3A; PPP1R3B; TRIB1; ZHX3; ABO; LPL; MSRA; CREB3L2; FES; CABCOCO1; MTARC1; ADH1B; HOXC4; LPA; SLC44A4; LRRC10B; NYNRIN; SIPA1; AS3MT; TEX35; GSTA2; PRAG1; MLXIPL; PIK3C2A; SLC4A7; BCL3; SCARB1; GCKR; CETP; DNAH11; EVX1; MYL2; OAS3; CCND3; BICRAL; HAVCR1; FOXP1; GRB14; EHBP1; PLEKHG1; PEPD; TMEM175; ALDH1A2; LSP1; MYBPC3; CD36; AGT; GATA4; ALDH1B1; ABCG8; CLVS2; UBE3B; FAM167A; NEIL2; TTC39B; ACE; CITED2; NOS3; MARCHF8; ARHGAP42; CACNB2; FBN1; MRPL36; SNTB1; HECTD4; SPTY2D1; PTPN11; GAS6; FPR3; KCNJ11; ZNF652; SCAMP5; UBXN2B; TDRD15; HPR; EYA2; ABCB11; WHRN; TRIM2; HGFAC; FRK; PDE10A; NPR3; INSIG2; ADAMTS8; BLK; POC1B; CEP170; SRPRB; PHIP; JPH2; EPS8; CNNM4; AUTS2; PLB1; SLC16A9; RBPJ; IRF2BP2; JMJD1C; TNKS; ZNF648; GPR139; ADO; PTTG1IP; EYS; NCR3LG1; MDM4; COL5A2; C1orf167; ETV5; CCDC71L; KLF14; MYLIP; PGM1; HNF4A; ASB3; ST6GALNAC5; MED13L; LMAN1L; IRAK1BP1; NRBF2; MCHR2; EBF1; ZNRF3; KCNIP4; ERCC6
alcohol use disorder measurement,VRK2; GCKR; GABRA4; DPP6; GINS2; KLB; SIX3; LRPPRC; SLC39A8; ARMH4; FTO; CACNA1C; SLC5A11; JCAD; DCLK2; FUT2; PDE4B; PPARA; ADH4; ADH1C; ISL1; SLC4A8; INPP4B; STK33; MDFIC; SEMA6D; DRD2; SP8; TSPAN5; TMEM182; PKHD1; SCN8A; ARHGAP15; GALNT7; SORL1; C4orf17; ZFHX3; SYT14; THSD7B; AUTS2; IGF2BP1; METAP1; ORC5; COX7B2; PPP1R3B; BDNF; PENK; KCTD16; MSANTD1; ADH1B; TCF4; BAHCC1; RUNX1T1; PPP1R13B; ACSS3; PLCH1; DTD1; ZMYM5; MYC; MTTP; PCDH15; OTX2; TRIB1; OLIG1
alkaline phosphatase measurement,TMEM176A; MLXIPL; APBA3; LTF; NR1H4; CYP24A1; CPS1; AKAP11; nan; ZNF800; DCBLD2; FAR2; BCAS1; EVI5; NUCKS1; WIPI1; EPHA8; CYP2W1; ABCB11; BCAP29; RAP1GAP; SLC1A3; MEF2C; COBLL1; APOB; GCKR; TMPRSS11E; PGS1; ERGIC2; TGDS; KIF16B; MAP3K1; CYP26A1; RIN3; RPS6KA5; PYGB; ABHD12; HCK; LIPG; DNAJC3; HPN; DLX5; SFRP4; GLI3; GCK; TBL2; RIC1; ERLIN1; TNKS2; BLMH; TRIM2; KLF3; MTCH2; B3GAT1; ST3GAL4; SOX6; FRK; RIPOR2; GPLD1; ALDH5A1; BCL6; NPHP3; GALNT3; PLCL1; LEPR; RAB29; NEK2; PGF; TECTB; GPAM; KANSL1; SEC16B; ELF1; FAM117A; CALD1; ACVR1C; RREB1; IRF1; GPCPD1; FLRT3; FGFRL1; PNKD; SEM1; APOL3; MYO1B; ALDH1A2; CDO1; TOMM40; RHPN2; GPS2; SLCO1B1; COL4A2; ETS1; HNF1A; CD36; PNPLA8; KIAA1614; GCC2; CALCOCO2; IL1RN; IL1F10; RPS6; KIAA0319; YAP1; CYP19A1; GIPC2; PLCE1; SENP7; LARP1B; B4GALNT3; ASCL1; PDX1; NCOA2; MFGE8; OSGIN1; NPC1; TNFRSF11A; NBPF3; SMYD2; TNIP1; MYLK4; CDKAL1; MLIP; SLC39A4; INPP5E; SEC16A; TMEM263; ZNF827; MGAT5; GPR180; UBASH3B; ENPP3; USP43; AGPAT5; FUT6; RBPMS; TMEM171; ETS2; CACFD1; ALPL; DNAJB4; SLC9B1; EBF1; COG5; TNFRSF11B; TP53INP1; MARCHF8; PDZRN4; LIPC; CDYL2; TMEM135; TMC4; WDR81; CCDC126; ONECUT1; GPRC5C; ELOVL6; FOXN2; ATF7IP; PAH; JMJD1C; LCLAT1; TNKS; PPP1R3B; TRIB1; NWD2; ZHX3; RALGAPA1; MSL2; ABO; LPL; TAC4; FUT2; FAM210A; TGIF1; ADAMTSL1; UCN3; ERN1; SLC17A8; ZFPM1; SERTAD2; PDXDC1; ZBTB20; RGS6; GAS6; BMP8A; MACC1; ZBTB40; SEMA4B; IFITM2; MTARC1; LDLRAD2; FAM47E; ZNF471; ADH1B; UGT2B15; SLC30A10; TOMM7; ZNF512B; ZNF470; DDRGK1; AKR1C4; L3MBTL3; MAFB; BTNL2; DEFB121; EXOC3L4; ITGA1; TMEM167B; MPV17L2; CYP2A6; GATC; SYNJ2BP-COX16; PINX1; S1PR2; FAM47E-STBD1; PRAG1; M6PR; BAIAP2L1; SLC18A1; DTNBP1; KMT2C; TRAF1; DGAT2; ST3GAL6; PKN2; SNX13; ARHGAP10; EVC; DHRS9; SYNJ2; GSK3B; ATG16L1; SRRT; ADAMTS2; APOH; HECTD1; PSMD5; WHRN; MYO3A; WAC; PYGL; PAPLN; RP1; SULT2A1; FAM83E; YKT6; MPDZ; PPIF; PPARGC1A; SLC22A2; SMOC2; BBX; SPTBN1; GADD45A; COLEC11; TREH; PMFBP1; PKD2; KLF12; CYP20A1; CCDC170; TNFSF11; WBP4; SSPN; CTCFL; PCK1; ZNF391; ST3GAL3; GLIS2; HIVEP3; STYXL1; IRF5; MAP1S; NFATC1; PPARG; AP3B1; EDEM1; TMBIM1; ALDOB; CYP2C9; FAM117B; FGF5; ASGR1; NTN5; ITPKB; METTL21A; AHSG; AIG1; MFHAS1; SLC25A37; PROSER2; NRBF2; PGAP2; SERPING1; FLI1; ARL14EP; PLEKHH2; NRSN1; TXNDC11; BCL2L11; UBP1; AZIN1; ZCCHC10; NAT2; NDUFAF6; CLDN14; IL6R; ASGR2; FUBP1; ARHGAP25; FABP1; C4orf36; U2SURP; LZTFL1; CTSB; ABCA1; ANKRD40CL; SERPINF2; ECI1; IRF2BP2; SLC33A1; TM4SF4; SP7; HSPA4; SPTLC3; ADCY5; GOLGB1; PLEKHD1; GRB2; ZBTB41; ZNF366; MAF; PTPN11; CFAP276; ERCC6L2; CREB3L2; ZNRF3; COLEC10; SPPL2C; ARL17A; PTCH1; BCAM; NF1; FAM3C; CPLANE1; UGT2B17; ADH4; LRBA; GRIN3A; CES1; DCAF12; ATXN2; IFITM5; TTLL13; TM6SF2; HNRNPA1L3; ACAD11; GSTA1; ADH1C; SRD5A2; ICA1; PKD1; PHLDB1; SLC39A9; PUM2; ITIH4; ZNF76; RORA; MAP4K4; LMCD1; SEL1L; CRMP1; ST6GAL1; GLI2; NUAK1; SIGLEC1; RPL6; ERMP1; XBP1; MIEF1; MMP9; HNF4A; SMAD7; PHKB; FCGRT; WDR91; TMEM106B; PKD2L1; CYP2C18; ZBTB16; CCND1; PPARD; PCYOX1; RALGPS2; PPL; ONECUT2; RRBP1; SIGLEC9; APOE; APOC1; SAG; CLUH; DNAJC13; PLA2G12B; HNRNPD; DHX38; TXNL4B; PGGHG; TRIM41; PIP4K2A; FHIP2A; CACUL1; CDA; PGAP3; NLRP3; HAAO; TRPV6; REEP3; DENND2B; AKIP1; MAP1A; TRANK1; VASN; TET2; UBE2E3; S1PR1; FRMD5; MUS81; FUT1; ZNF404; IRX5; GEN1; TMEM64; CHEK2; TEAD1; FAM118B; WWP2; PRMT6; NAP1L4; DPF3; NPEPL1; IFI30; PLEKHM1; COX19; MICAL3; AOC1; JARID2; NEDD4L; SLC4A8; ATXN3; JMJD6; SEC31B; ARHGAP15; CNOT4; TRIP6; SLC4A11; SUN2; SALL1; AHR; FUBP3; MANBA; CPT1A; RAD51AP1; SH2B3; CDH6; HDLBP; EDEM3; DR1; STBD1; SLF2; IFIT2; SLC12A5; SCAF1; ZC3H4; DLG4; BHLHE40; OASL; CD164; ACTR1A; WDFY2; CELA3A; HSPG2; THNSL2; LPP; SLC30A5; ATG12; CRIP3; RSPO3; DLG5; CSNK1G3; NR3C2; PELO; UTRN; ABCA6; LY96; NCK1; RUNX1; JAK1; CYP2C19; GARRE1; SEPTIN2; XPO6; LIMS1; FOS; XKR6; TRIM8; UGT2B7; SLC22A1; INHBC; MSRA; ZBTB7A; FAM216B; DDX28; CCR3; KLHL17; IL17REL; SELL; MAN1A2; ALPK2; NYNRIN; PRSS51; NPHP3-ACAD11
allergic disease,ABCB5; EYA2; RORA; TPD52; NFATC2; POLI; NFKB1; BCL6; IL18R1; ID2; PLCL1; FASLG; TNFSF4; MYC; IL33; LRRC32; CCDC54; TTC6; IQGAP1; ITPKB; LPP; TSLP; MSX1; SERPINB7; STAT6; SMAD3; AQP2; IL7R; TLR10; TLR1; HLA-DQB1; D2HGDH; RAD51B; IKZF1; ZNF652; CD247; TSBP1; ZBTB10; HLA-B; RTEL1-TNFRSF6B; FOSL2; IL4R; MANBA; BACH2; CCL20; IL1RL1; TNFSF11; SH3BP4; IL2RA; ADAMTS16; SPPL3; PTTG1; IL13; ZNF217; ABO; TMEM232; HDAC7; TRAF3; NDFIP1; ETS1; WDR36; PRR5L; TNFRSF11A; FOXO1; FCER1G; ALOX15; OVOL1; TLR6; GSAP; RUNX3; ZPBP; ATG5; ERBB3; CBLN1; IL2; FLG; JAZF1; NRROS; HRNR
allergic rhinitis,ETV7; RTEL1-TNFRSF6B; EYA2; RORA; CSF2RB; NFATC2; BCL6; IL1RL1; IL18R1; PLCL1; NEK6; DAW1; ETS1; WDR36; TESPA1; MYC; IL33; LRRC32; TTC6; IQGAP1; SMAD4; TNFRSF11A; TNFAIP8; FOXO1; JAZF1; OTULIN; LRRC43; FCER1G; ALOX15; SLC15A2; RYBP; AKR1E2; SMAD3; IL7R; SPSB1; OVOL1; BNC2; SLCO4C1; TLR1; D2HGDH; ANKRD46; TMEM232; CARD11; ZNF652; CD247; COL15A1; HSPE1-MOB4; TTC27; TRAF1; TPD52; KLF5; CBLN1; ITGB8; NFKB1; ID2; TNFSF4; TNFAIP3; BATF3; TRAF3; NDFIP1; IL2RA; RORC; LPP; TSLP; TNFRSF14; IKZF3; REL; MSX1; PTTG1; SERPINB7; IL13; RAD51B; APOBR; GSAP; ZBTB10; RTEL1; ABCB5; RUNX3; CLEC16A; MPHOSPH9; FAM76B; MANBA; BACH2; FASLG; TNFSF11; IL1B; AHI1; ZNF365; FLG; SPPL3; EMSY; IL6R; PIGX; INPP5D; NRROS; STARD6; ABO; ZBTB38; IKZF1; HLA-DPB1; TNC; PRKCQ; SMARCE1; FOSL2; ARHGAP15; TNFRSF8; IRF1; SLC7A10; PRR5L; PRDM16; BOC; ZDHHC12; NOS3; STAT6; AQP2; GLB1; VAT1L; ZNF217; NEGR1; TLR10; CCHCR1; HLA-A; CD200R1L; HLA-B
allergic sensitization measurement,NFKB1; LRRC32; LPP; TLR1; FASLG; TMEM232; IL1RL1; ID2; HLA-DQB1; MICA; IL18R1; MYC; STAT6
alopecia,FGF10; EPB41L2; TBX15; TRPS1; FZD10; BBX; SSPN; GSE1; GSC; CMPK2; PAX3; WNT10A; MED4; FGF5; CDCA7; RSPO2; LRMDA; KLF15; EBF1; C1orf127; HOXD8; FAM53B; PRR23A; HDAC9; PRDM6; FAR2; WARS2; SYF2; AKAP1; MKLN1; SLC14A2; MYOCD; AUTS2; CTPS1; LCLAT1; ZHX3; CITED4; TCF4; PDGFA; TWIST2; RUNX3; ZFHX4; EIF3E; AREG; TWIST1; HOXC13; RSAD2; TNS3; IRF4; ZNF462; APCDD1; BCL2; ZBTB38; PRKD1; ALX4; PRDM1; RHOBTB1; ST3GAL4; PRRX1; NUDT15; ALDH1L1; DKK2; SPAG17; ZEB2; MRTFB; FOXD2; SUCNR1; CENPW; LGR4
amino acid measurement,SLC7A2; CPS1; NAV3; PHGDH; PRODH; YKT6; LTA4H; SLC16A10; ABCG2; ASCL1; PSPH; G6PC2; ANKH; PPM1K; KLKB1; ASPG; PAH; DGCR6; GCKR; PDGFRL; SLC1A4; SUMF2; MTNR1B; ALDH1L1; KIF26A; RBMS2; PRKAG2; SHROOM3; SLC38A4; TDRD9; PPP1R3B; PRKAR1B; CBLN1; SLC13A5; SPC25; CCDC38; GATM; SPTSSB
amyloid-beta measurement,STYK1; SESN1; NCOA1; RREB1; EGLN3; APOE; SERINC5; NFIB; HABP2; CNTN5; SPZ1; MCTP1; LRRTM4; SAMD12; POU3F3; DERA; MAT2B; NCK2; BMPR1B; PHLDA1; RIT2; UNC5C; KCNN2; CGNL1; TOMM40; CLDN10; CCDC146; DPP10; PLCB1; KREMEN1; AJAP1; EBLN1
amyotrophic lateral sclerosis,CAMK1G; SCFD1; CRYZ; DPP6; C9orf72; MOBP; ZNF746; H3-5; SLC9A8; GPX3; G2E3; MOB3B; UNC13A; CFAP410; TBK1; ERGIC1; TIAM1; ACSL5
androgenetic alopecia,ALX4; GORAB; AKAP1; SSPN; SLC14A2; WNT10A; IRF4; FGF5; MYOCD; DKK2; MEMO1; KLF15; C1orf127; MRTFB; HDAC9; FAR2; KATNAL1; FZD10; SYF2; PAX1; MKLN1; TNS3; AUTS2; DPY30; HOXD8; FAM53B; RUNX3; PRDM1; LRMDA; SPAG17; EBF1; FOXD2; ARL17B; TWIST2; RSAD2; CMPK2; TMEM74; SUCNR1; CENPW
angina pectoris,EML1; STOML1; SCARB1; TGFB1; PIK3CG; PHACTR1; CHRNB4; TCF21; COL4A2; ADAMTS7; FDX1; BMPR1B; NTRK3; CELSR2; CDKN2B; EDNRA; KCNE2; IL6R; SPC24; GUCY1A1; PHB1; PCSK9; EHBP1L1; FGD6; FIGN; FES; TTC32; COL4A1; LPA; ZNF652; MAFB; CTAGE1; CCDC71L; VAMP8; TWIST1; APOE; NGF; HNF1A; RDX; FAM222A; ABHD2; CDKN2A; CFDP1; PID1; MRAS; CDH13; CNNM2; CDH12; CD109; PLPP3; MAT2A; LPL; BET1L; UNC5C; SMG6; FLT1; ALDH2; FGF5; MFGE8; NDUFA12; INSIG1; SLC5A3; HLA-B
ankylosing spondylitis,SKAP2; NOS2; GALC; PRDM1; HDAC7; TNFRSF1A; IL12RB2; DLD; NXPE1; JAK2; PDGFB; RPS6KB1; NFKB1; DAP; IL12B; CPEB4; CCL20; NR5A2; ADGRL2; TNFAIP3; CCRL2; IRF5; ETS1; GPR65; GNA12; ANKRD30A; ZC3H12C; ASAP2; FBXL18; UBASH3A; ANTXR2; ERAP1; ERAP2; TMEM174; SMAD3; ZEB2; B3GNT2; PTPN2; CD28; GPR35; LACC1; ITLN1; CXCR2; TNRC18; ZBTB40; ZFP91; CARD9; SLC9A8; SPRED2; ZSCAN31; PPP5C; CD6; RUNX3; FAS; FOSL2; ATG16L1; CREM; MAP3K8; IFIH1; IL18R1; PLCL1; KIF21B; NKX2-3; TNFSF18; EGR2; SOX4; IRF1; IL2RA; TLR4; LRRC32; RORC; CDKAL1; CD226; IFNGR2; IL6R; PUS10; C7orf33; TRIB1; ANO6; RNF186; TNFSF15; ADO; LRRK2; IL27; C1orf141; MICA; DENND1B; FAP; DNMT3B; SLC26A3; FAM118A; CD40; RIPK2; AHR; CCL2; IFNG; THADA; PARK7; PLAU; NDFIP1; RDX; IRF8; KSR1; FCGR2A; OSMR; FOXO1; CCDC122; JAZF1; GAL3ST2; TNFRSF14; IL23R; ANKRD55; TAGAP; PRKCB; STAT3; SOX14; UBE2E3; IKZF1; ZPBP2; TMEM17; HLA-DMB; SP140; NFKBIA; BACH2; LNPEP; ADCY7; ZNF831; SLC39A11; ADCY3; IL21; BANK1; INAVA; RASGRP1; FUT2; SATB1; IFNLR1; C17orf67; HLA-B; IRGM
anorexia nervosa,VRK2; CUL3; SNAP91; MEF2C; KIZ; MRPS30; FOXP1; PLCL1; SNX19; BCL11B; SLC39A8; PXDNL; CACNA1C; NPAS3; NAA11; SORCS3; TMEM161B; ZNF804A; NEGR1; IMMP2L; DPYD; SHISA9; PAX6; SLC30A9; ANKRD44; NOX4; PPP1R13B; LMAN2L; ASB3; STAG1; ENOX1; SOX5; RTN1; ESR2; CNNM2; DRD2; SPPL3; MOCS2; KCNV1; LRFN5; CCDC68; MGMT; RSRC1; CADM1; GRIN2A; DCC; GRM3; MAD1L1; TFAP2B; CACNA1I; OLFM4; GSDME; AKT3; SEMA6D; GID4; AKAP6; NR4A2; CNNM4; HCN1; TSNARE1; RASGRP1; SOX2; RGS6; PDE4B; PCLO; NGEF; IGSF9B; MRPS33; PPP1R16B; FXR1; PTBP2; SLC10A7; ZSWIM6; SRPK2; RPTOR; CNTN4; CREB5; MMP16; PPP2R2B; KCNB1; DCLK3; ZNF608; PTP4A3; FHIT; TCF4
anthropometric measurement,MTMR11; ANKS1A; EFR3B; PCSK5; UQCC1; LY86; EFEMP1; SOCS2; GHSR; CCDC91; ADAMTS17; IGFBP4; PTPRJ; HMGA2; RYBP; SDR16C5; SMIM23; SLC22A4; L3MBTL3; PDS5B; ESR1; ZMIZ1; CABLES1; RSPO3; BMP6; JAZF1; SPAG17; HHIP; TET2; TEFM; ZBTB38; HLA-C; GOPC; LTBP1; PITX1; FNDC3B; NFATC4; NPR3; TBX2; IGF2BP3; SLC3A1; ETV6; DYM; LYPLAL1; ADAMTSL3; CDC42EP3; FRS2; AMZ1; C14orf39; LIN28B; COLGALT2; SCMH1; H6PD; BCKDHB; EPB41L1; ADGRG6; NCL; LOXL1; SLC35D2; PRKG2; DIS3L2; ACAN; ATAD5; SIX6; DLEU7; TRIM13
antisocial behaviour measurement,SEMA3F; REV3L; NRXN3; VRK2; IKZF2; CELF2; FAM168A; CTTNBP2; RARB; ACTN2; FGFR1; RUNX1T1; IGSF9B; RNF13; TNRC6A; MAP3K20; TTC28; TCF20; ARHGAP5; ZNF423; UNC5B; ZBTB16; NRXN2; RASGRF2; CDH6; TTL; BIRC6; HPCAL4; SGIP1; BCL11A; RBM19; KDM4B; PDE11A; POMT1; TRAF3; SLC14A2; POSTN; C2orf49; SCN2A; TANK; CDH13; CDCA7; IGSF11; PCDH15; ADGRL3; KIAA1328; NOCT; NPAS3; GABRA2; UTRN; LONRF1; PLCL2; EPHB1; CNTNAP5; PTPRN2; FZD7; CACNA1D; AUTS2; GABRB1; TMEM71; SLC20A2; ASPSCR1; UBE2E3; DCDC1; BPTF; SCAI; CADM2; LRRTM4; ERBB4; RMI1; TMEM132E; SOX2; NTM; GRID1; GRIN2A; ROBO2; HS6ST3; PARPBP; PRKG1; MAPT; ESRRG; ZNF652; RANBP17; TMEM200C; PLXNA4; POM121L12; PLSCR5; DACH1; DLX6; MAT2B; ARID1B; PLEKHA5; KIF26A; MTFR1; NUCKS1; EED; PLXNA2; CYLD; HACE1; HIVEP1; NDFIP2; ELAVL2; INPP4B; LNPEP; FOXP1; AKT3; ADGRL2; FOXO3; KLHL29; RWDD3; OLFM1; CYP2J2; ABHD17C; DNAJC1; TLR4; MAP2K5; SEMA6D; FBXO11; LRPPRC; TMEM132B; ZFHX3; KIF2B; SGSM2; DMRTA2; SYT14; SMYD2; AFF3; THSD7B; NYAP2; FBXL17; NFIB; SHC3; NCAM1; MBIP; MGAT5; RIT2; PDK1; PDE1C; CA10; ZKSCAN2; SORCS3; ZNF75A; ELAVL4; NFIA; HCN1; OTX2; STK32C; HSPA12A; MN1; CHD7; ZIC4; GRM8; GPR135; MGAT4C; PBX1; DCC; NKAIN2; ZNF471; CPNE4; TCF4; MAML3; SND1; HELZ; TOX; DENND1B; ELFN1; TFAP2B; USH2A; JADE2; CTNNA2; TRHDE; RBFOX1; REST; RAPGEF4; ESR1; SLC1A5; SP4; DLX5; NUFIP2; PSMD11; PHACTR1; QKI; THBS4; MORC1; PDE1A; CTNNAL1; IRF2BPL; TSHZ3; FOXP2; TULP4; LLGL1; HOOK1; TGFBRAP1; TTC29; SORL1; GCOM1; SIX3; GUCA1C; MDGA2; PTPRF; ADAM15; TENM2; SDK1; RAB19; LRRC4C; HSD17B12; TMEM18; ANO4; RABGAP1L; TMEM163; SPOCK1; NCAM2; LRGUK; CACNA2D3; KCNJ6; CABP1; NDUFAF2; NEUROD6; JCAD; CCDC88B; ZEB2; NLGN1; LRRN2; DAB1; RSRC1; PCCA; FOXG1; KCNG2; NRXN1; TSHZ2; CTNNA3; EFNA5; WDR27; RBM43; IMMP2L; NR2F2; SHTN1; LUZP2; LAMA2; NOL4L; ADARB1; CAPZA2; CCDC167; SGMS1; ANKUB1; TAFA5; MYZAP; TAC1; ISL1; ARID4A; USP28; TRAF3IP2; CDK14; RAB7A; ARHGAP15; BRINP1; CD40; XYLT1; CALB1; CDH23; CILK1; CPEB4; HHLA2; SIPA1L2; IGSF21; CPXM2; RASL11A; TSPAN2; SOX5; GGACT; CEMIP2; ABI1; DUSP6; IGF1R; CBX8; BARHL2; STRIP1; GABRB2; SNTG1; FAM135B; KIRREL3; ARID5B; CDH8; VTI1A; ELMO1; LRFN2; MED27; FMNL3; C1orf87; KCNJ3; SNRK; NMNAT3; TMEM161B; BEND7; KCNC2; ASPG; TET2; LINGO1; PCDH7; VSTM2A; PLA2G1B; NEGR1; ARPP21; BNC2; BAIAP2; BDNF; NAALADL2; FIGN; PDE4B; TEAD1; ERC2; ENO4; ARID2; NRAP; FOXO6; BMPR2; KCNU1; PRKDC
anxiety measurement,MAD1L1; RBFOX1; ASCC3; TRPV6; TSNARE1; BDNF; HLA-B; FAM120A; SNCA; CNNM2; TCEA2; SATB1; PTCH1; DPYD; BAG6; WSCD2; ESR1; FOXO3; NCAM1; DRD2; TMEM161B; CADM2; GRM8; RPP21; NOS1; ZCCHC14; MMS22L; NR4A2; PLCL2; MC4R; DENND1B; TRIM39-RPP21; AGBL1
aortic measurement,ELN; GNAO1; ESR1; PHACTR1; PREX1; FLNB; AIG1; MFHAS1; ZNF827; FGD5; FBXO32; KALRN; TBX20; FBN1; ULK4; DCDC1; JMJD1C; NOC3L; RYR2; SOX8; ABCC8; PRDM6; CD46; EDN2; MASP1; RERG; ADAMTS8; PI15; OSR1; SLX4IP; ANGPT1; COL6A3; SPSB1; COPRS; CCDC197; FIGN; THSD4; LPAR1; ABCC9; EDN1; FOXP1; CBFA2T3; ANO1; USP15; LRIG1; ARID5B; SEMA3D; HAS2; KLHL38; SVIL; CDKN1A; PLCE1; CDH13; FGGY
